,R_hat
"y_rep[57,16]",0.99976
"prob_correct[186,27]",0.99976
"y_rep[20,12]",0.99976
"y_rep[106,2]",0.99976
"y_rep[80,14]",0.99976
"eta[186,27]",0.99976
"eta[182,21]",0.99976
"y_rep[91,24]",0.999759
"prob_correct[20,21]",0.999759
"eta[125,4]",0.999759
"y_rep[77,21]",0.999759
"y_rep[44,21]",0.999759
"eta[20,21]",0.999759
"prob_correct[125,4]",0.999759
"eta[131,2]",0.999759
"y_rep[55,2]",0.999759
"y_rep[55,10]",0.999759
"y_rep[86,16]",0.999759
"y_rep[172,18]",0.999759
"y_rep[72,23]",0.999759
"y_rep[160,18]",0.999759
"y_rep[89,7]",0.999759
"y_rep[128,5]",0.999759
"prob_correct[131,2]",0.999759
"eta[79,19]",0.999758
"y_rep[106,16]",0.999758
"y_rep[26,17]",0.999758
"prob_correct[79,19]",0.999758
"y_rep[105,2]",0.999758
"y_rep[189,10]",0.999758
"y_rep[91,7]",0.999758
"y_rep[52,28]",0.999758
"y_rep[147,11]",0.999758
"y_rep[98,1]",0.999758
"y_rep[59,17]",0.999758
"y_rep[111,27]",0.999758
"y_rep[40,8]",0.999758
"y_rep[102,23]",0.999758
"y_rep[164,13]",0.999758
"eta[72,19]",0.999757
"y_rep[89,10]",0.999757
"y_rep[118,18]",0.999757
"eta[57,19]",0.999757
"y_rep[70,28]",0.999757
"prob_correct[72,19]",0.999757
"y_rep[170,26]",0.999757
"y_rep[74,8]",0.999757
"prob_correct[57,19]",0.999757
"y_rep[38,2]",0.999757
"prob_correct[41,19]",0.999757
"y_rep[196,6]",0.999757
"eta[41,19]",0.999757
"y_rep[117,3]",0.999757
"prob_correct[151,21]",0.999756
"y_rep[7,16]",0.999756
"y_rep[174,20]",0.999756
"y_rep[55,18]",0.999756
"y_rep[198,2]",0.999756
"y_rep[107,26]",0.999756
"eta[151,21]",0.999756
"y_rep[138,10]",0.999756
"y_rep[38,26]",0.999756
"y_rep[75,16]",0.999756
"y_rep[17,13]",0.999756
"y_rep[124,13]",0.999756
"y_rep[75,2]",0.999755
"y_rep[77,19]",0.999755
"y_rep[16,9]",0.999755
"y_rep[184,6]",0.999755
"y_rep[158,1]",0.999755
"y_rep[103,4]",0.999755
"y_rep[29,16]",0.999755
"y_rep[122,2]",0.999755
"y_rep[161,16]",0.999755
"y_rep[124,4]",0.999755
"y_rep[103,13]",0.999755
"y_rep[12,16]",0.999755
"y_rep[69,12]",0.999755
"y_rep[167,16]",0.999755
"y_rep[86,17]",0.999755
"y_rep[142,21]",0.999755
"eta[31,21]",0.999754
"prob_correct[31,21]",0.999754
"y_rep[182,6]",0.999754
"y_rep[26,6]",0.999754
"y_rep[21,7]",0.999754
"y_rep[130,24]",0.999754
"y_rep[122,23]",0.999754
"y_rep[8,5]",0.999754
"y_rep[146,21]",0.999754
"y_rep[47,13]",0.999754
"y_rep[44,28]",0.999754
"y_rep[128,4]",0.999754
"y_rep[52,2]",0.999754
"y_rep[104,1]",0.999754
"y_rep[112,6]",0.999753
"y_rep[198,23]",0.999753
"y_rep[4,6]",0.999753
"y_rep[156,9]",0.999753
"y_rep[43,13]",0.999753
"y_rep[12,6]",0.999753
"y_rep[85,3]",0.999753
"y_rep[152,6]",0.999753
"y_rep[182,10]",0.999753
"y_rep[54,1]",0.999753
"y_rep[100,13]",0.999753
"y_rep[63,25]",0.999753
"y_rep[27,3]",0.999752
"y_rep[88,6]",0.999752
"prob_correct[141,1]",0.999752
"y_rep[50,24]",0.999752
"prob_correct[47,25]",0.999752
"y_rep[167,22]",0.999752
"y_rep[75,22]",0.999752
"y_rep[150,19]",0.999752
"eta[47,25]",0.999752
"y_rep[57,10]",0.999752
"y_rep[13,2]",0.999752
"y_rep[181,16]",0.999752
"y_rep[197,24]",0.999752
"y_rep[70,24]",0.999752
"eta[141,1]",0.999752
"y_rep[132,3]",0.999752
"y_rep[82,13]",0.999752
"y_rep[70,19]",0.999752
"y_rep[93,16]",0.999752
"y_rep[166,27]",0.999751
"y_rep[128,27]",0.999751
"prob_correct[170,19]",0.999751
"eta[55,17]",0.999751
"prob_correct[13,25]",0.999751
"eta[170,19]",0.999751
"y_rep[39,3]",0.999751
"y_rep[7,27]",0.999751
"prob_correct[55,17]",0.999751
"y_rep[195,5]",0.999751
"eta[13,25]",0.999751
"y_rep[46,27]",0.999751
"y_rep[17,9]",0.999751
"y_rep[155,25]",0.999751
"y_rep[130,10]",0.999751
"prob_correct[147,19]",0.99975
"y_rep[141,1]",0.99975
"y_rep[19,27]",0.99975
"y_rep[161,18]",0.99975
"y_rep[179,3]",0.99975
"eta[147,19]",0.99975
"y_rep[120,2]",0.99975
"y_rep[162,9]",0.99975
"y_rep[57,26]",0.99975
"prob_correct[14,4]",0.99975
"eta[14,4]",0.99975
"y_rep[194,17]",0.99975
"y_rep[144,9]",0.999749
"y_rep[36,19]",0.999749
"eta[95,28]",0.999749
"y_rep[180,23]",0.999749
"y_rep[59,10]",0.999749
"prob_correct[95,28]",0.999749
"y_rep[31,13]",0.999749
"y_rep[50,6]",0.999749
"y_rep[137,7]",0.999749
"y_rep[129,25]",0.999749
"y_rep[5,22]",0.999748
"y_rep[112,2]",0.999748
"y_rep[190,6]",0.999748
"y_rep[121,18]",0.999748
"y_rep[156,5]",0.999748
"y_rep[15,1]",0.999748
"y_rep[72,6]",0.999748
"y_rep[40,5]",0.999748
"y_rep[149,16]",0.999748
"y_rep[87,13]",0.999748
"y_rep[97,28]",0.999748
"prob_correct[147,15]",0.999748
"eta[147,15]",0.999748
"y_rep[179,16]",0.999748
"y_rep[92,10]",0.999748
"y_rep[148,26]",0.999748
"y_rep[76,23]",0.999748
"y_rep[159,22]",0.999748
"y_rep[61,24]",0.999748
"y_rep[60,16]",0.999748
"y_rep[157,27]",0.999748
"y_rep[55,28]",0.999748
"y_rep[137,12]",0.999748
"y_rep[80,10]",0.999747
"prob_correct[136,9]",0.999747
"y_rep[70,18]",0.999747
"y_rep[122,11]",0.999747
"y_rep[22,16]",0.999747
"y_rep[182,17]",0.999747
"y_rep[72,15]",0.999747
"y_rep[112,26]",0.999747
"eta[136,9]",0.999747
"y_rep[16,6]",0.999747
"y_rep[9,26]",0.999747
"y_rep[3,18]",0.999747
"y_rep[116,10]",0.999746
"y_rep[158,9]",0.999746
"y_rep[180,17]",0.999746
"y_rep[64,19]",0.999746
"y_rep[195,2]",0.999746
"y_rep[19,15]",0.999746
"y_rep[99,5]",0.999746
"y_rep[99,10]",0.999746
"y_rep[60,9]",0.999746
"y_rep[180,19]",0.999746
"y_rep[21,19]",0.999746
"y_rep[14,7]",0.999746
"y_rep[72,28]",0.999746
"y_rep[143,23]",0.999746
"y_rep[186,2]",0.999746
"prob_correct[26,28]",0.999746
"y_rep[163,27]",0.999746
"y_rep[117,10]",0.999746
"eta[26,28]",0.999746
"y_rep[70,25]",0.999746
"y_rep[45,13]",0.999746
"y_rep[107,6]",0.999745
"y_rep[53,2]",0.999745
"y_rep[51,23]",0.999745
"y_rep[178,3]",0.999745
"y_rep[53,9]",0.999745
"y_rep[169,8]",0.999745
"y_rep[109,7]",0.999745
"y_rep[113,18]",0.999745
"y_rep[31,24]",0.999745
"y_rep[48,9]",0.999745
"y_rep[200,19]",0.999745
"y_rep[111,25]",0.999744
"y_rep[34,2]",0.999744
"y_rep[83,7]",0.999744
"y_rep[27,15]",0.999744
"y_rep[40,4]",0.999744
"y_rep[28,2]",0.999744
"y_rep[21,2]",0.999744
"y_rep[183,12]",0.999743
"y_rep[13,5]",0.999743
"y_rep[39,19]",0.999743
"prob_correct[135,1]",0.999743
"y_rep[40,6]",0.999743
"eta[135,1]",0.999743
"y_rep[184,11]",0.999743
"y_rep[53,6]",0.999743
"y_rep[195,19]",0.999743
"y_rep[7,15]",0.999743
"y_rep[192,26]",0.999743
"y_rep[119,16]",0.999743
"y_rep[9,1]",0.999743
"y_rep[129,10]",0.999743
"eta[66,9]",0.999742
"y_rep[131,8]",0.999742
"y_rep[34,15]",0.999742
"y_rep[65,22]",0.999742
"y_rep[36,25]",0.999742
"y_rep[68,20]",0.999742
"y_rep[90,20]",0.999742
"y_rep[135,7]",0.999742
"y_rep[91,6]",0.999742
"y_rep[198,28]",0.999742
"y_rep[168,10]",0.999742
"y_rep[120,27]",0.999742
"y_rep[23,9]",0.999742
"prob_correct[66,9]",0.999742
"y_rep[53,27]",0.999742
"y_rep[80,24]",0.999742
"y_rep[200,18]",0.999742
"y_rep[29,9]",0.999742
"prob_correct[102,19]",0.999741
"prob_correct[16,19]",0.999741
"y_rep[163,18]",0.999741
"y_rep[146,14]",0.999741
"y_rep[34,7]",0.999741
"y_rep[181,24]",0.999741
"y_rep[125,27]",0.999741
"y_rep[171,3]",0.999741
"y_rep[116,23]",0.999741
"y_rep[131,14]",0.999741
"eta[22,25]",0.999741
"prob_correct[22,25]",0.999741
"y_rep[60,20]",0.999741
"y_rep[21,23]",0.999741
"y_rep[159,13]",0.999741
"eta[16,19]",0.999741
"eta[102,19]",0.999741
"y_rep[37,25]",0.999741
"y_rep[193,26]",0.99974
"y_rep[91,9]",0.99974
"y_rep[142,11]",0.99974
"eta[86,2]",0.99974
"y_rep[58,20]",0.99974
"y_rep[175,22]",0.99974
"y_rep[186,21]",0.99974
"y_rep[193,25]",0.99974
"y_rep[98,5]",0.99974
"prob_correct[86,2]",0.99974
"y_rep[28,21]",0.99974
"y_rep[106,15]",0.99974
"y_rep[33,4]",0.99974
"y_rep[139,2]",0.99974
"y_rep[185,19]",0.99974
"y_rep[163,3]",0.99974
"y_rep[92,22]",0.99974
"y_rep[40,28]",0.99974
"y_rep[76,27]",0.999739
"y_rep[47,1]",0.999739
"y_rep[156,2]",0.999739
"y_rep[74,1]",0.999739
"eta[71,9]",0.999739
"y_rep[38,14]",0.999739
"y_rep[25,21]",0.999739
"y_rep[161,13]",0.999739
"y_rep[89,17]",0.999739
"eta[58,9]",0.999739
"y_rep[177,28]",0.999739
"y_rep[125,15]",0.999739
"y_rep[171,21]",0.999739
"prob_correct[71,9]",0.999739
"prob_correct[58,9]",0.999739
"y_rep[39,24]",0.999739
"y_rep[86,14]",0.999739
"y_rep[68,13]",0.999739
"y_rep[11,14]",0.999739
"y_rep[198,8]",0.999739
"y_rep[163,23]",0.999738
"y_rep[70,9]",0.999738
"y_rep[125,19]",0.999738
"y_rep[200,6]",0.999738
"y_rep[53,17]",0.999738
"y_rep[113,24]",0.999738
"y_rep[89,16]",0.999738
"y_rep[43,7]",0.999738
"y_rep[109,13]",0.999738
"y_rep[16,14]",0.999738
"y_rep[91,11]",0.999738
"y_rep[46,6]",0.999737
"y_rep[60,17]",0.999737
"y_rep[7,23]",0.999737
"y_rep[41,11]",0.999737
"y_rep[119,9]",0.999737
"y_rep[179,15]",0.999737
"y_rep[37,22]",0.999737
"y_rep[194,24]",0.999737
"y_rep[144,28]",0.999737
"y_rep[158,4]",0.999737
"prob_correct[193,1]",0.999737
"y_rep[168,22]",0.999737
"y_rep[163,8]",0.999737
"y_rep[72,9]",0.999737
"eta[193,1]",0.999737
"y_rep[12,14]",0.999737
"y_rep[185,23]",0.999736
"y_rep[114,21]",0.999736
"y_rep[41,7]",0.999736
"y_rep[1,6]",0.999736
"y_rep[141,26]",0.999736
"y_rep[49,25]",0.999736
"y_rep[15,10]",0.999736
"y_rep[178,28]",0.999736
"y_rep[131,20]",0.999736
"y_rep[136,8]",0.999735
"y_rep[13,21]",0.999735
"y_rep[10,19]",0.999735
"y_rep[140,3]",0.999735
"y_rep[26,28]",0.999735
"y_rep[178,9]",0.999735
"y_rep[185,21]",0.999735
"y_rep[54,25]",0.999735
"y_rep[76,17]",0.999734
"y_rep[46,1]",0.999734
"y_rep[128,14]",0.999734
"y_rep[162,10]",0.999734
"y_rep[119,18]",0.999734
"y_rep[23,12]",0.999734
"y_rep[19,24]",0.999734
"y_rep[98,24]",0.999734
"y_rep[88,1]",0.999734
"y_rep[106,9]",0.999734
"y_rep[14,26]",0.999734
"y_rep[152,1]",0.999734
"y_rep[56,3]",0.999734
"y_rep[152,10]",0.999734
"y_rep[33,18]",0.999734
"y_rep[134,18]",0.999734
"y_rep[26,27]",0.999734
"y_rep[122,14]",0.999733
"y_rep[7,18]",0.999733
"y_rep[85,6]",0.999733
"y_rep[195,1]",0.999733
"y_rep[158,16]",0.999733
"y_rep[190,4]",0.999733
"y_rep[149,17]",0.999733
"y_rep[191,8]",0.999733
"y_rep[102,8]",0.999733
"y_rep[140,23]",0.999733
"y_rep[118,28]",0.999732
"eta[39,2]",0.999732
"eta[124,21]",0.999732
"prob_correct[124,21]",0.999732
"y_rep[62,19]",0.999732
"y_rep[45,27]",0.999732
"y_rep[71,11]",0.999732
"y_rep[199,18]",0.999732
"y_rep[67,27]",0.999732
"y_rep[38,8]",0.999732
"y_rep[112,9]",0.999732
"y_rep[163,21]",0.999732
"y_rep[177,27]",0.999732
"y_rep[198,17]",0.999732
"prob_correct[39,2]",0.999732
"y_rep[5,13]",0.999732
"y_rep[43,15]",0.999732
"y_rep[70,11]",0.999731
"y_rep[67,13]",0.999731
"y_rep[68,9]",0.999731
"y_rep[22,10]",0.999731
"y_rep[157,18]",0.999731
"y_rep[165,17]",0.999731
"y_rep[1,11]",0.999731
"y_rep[88,18]",0.999731
"y_rep[94,17]",0.999731
"y_rep[72,5]",0.999731
"y_rep[106,25]",0.99973
"y_rep[167,11]",0.99973
"prob_correct[187,21]",0.99973
"y_rep[109,28]",0.99973
"y_rep[143,9]",0.99973
"y_rep[134,1]",0.99973
"eta[187,21]",0.99973
"y_rep[14,2]",0.99973
"y_rep[76,22]",0.99973
"prob_correct[88,17]",0.999729
"y_rep[66,3]",0.999729
"y_rep[101,18]",0.999729
"y_rep[113,10]",0.999729
"eta[88,17]",0.999729
"y_rep[80,15]",0.999729
"y_rep[118,5]",0.999729
"prob_correct[7,17]",0.999729
"y_rep[131,16]",0.999729
"y_rep[122,15]",0.999729
"y_rep[199,9]",0.999729
"eta[7,17]",0.999729
"y_rep[108,19]",0.999729
"y_rep[135,13]",0.999728
"y_rep[107,19]",0.999728
"y_rep[86,12]",0.999728
"y_rep[172,22]",0.999728
"eta[64,1]",0.999728
"y_rep[89,2]",0.999728
"y_rep[108,21]",0.999728
"y_rep[112,7]",0.999728
"y_rep[100,9]",0.999728
"prob_correct[64,1]",0.999728
"y_rep[92,19]",0.999728
"y_rep[190,16]",0.999728
"y_rep[44,15]",0.999728
"y_rep[167,7]",0.999728
"y_rep[66,11]",0.999728
"y_rep[189,9]",0.999728
"prob_correct[131,1]",0.999728
"y_rep[187,21]",0.999728
"y_rep[114,3]",0.999728
"eta[131,1]",0.999728
"y_rep[39,8]",0.999728
"y_rep[71,25]",0.999728
"y_rep[171,28]",0.999727
"y_rep[156,8]",0.999727
"prob_correct[159,24]",0.999727
"y_rep[2,9]",0.999727
"y_rep[69,20]",0.999727
"y_rep[109,22]",0.999727
"y_rep[157,28]",0.999727
"y_rep[65,4]",0.999727
"y_rep[78,27]",0.999727
"y_rep[94,6]",0.999727
"y_rep[192,2]",0.999727
"eta[75,1]",0.999727
"y_rep[135,22]",0.999727
"y_rep[131,12]",0.999727
"eta[159,24]",0.999727
"y_rep[123,4]",0.999727
"prob_correct[75,1]",0.999727
"y_rep[42,2]",0.999727
"y_rep[185,22]",0.999727
"y_rep[113,13]",0.999726
"y_rep[146,1]",0.999726
"y_rep[25,9]",0.999726
"y_rep[56,7]",0.999726
"eta[88,25]",0.999726
"y_rep[59,15]",0.999726
"y_rep[160,11]",0.999726
"y_rep[177,9]",0.999726
"y_rep[37,16]",0.999726
"prob_correct[88,25]",0.999726
"y_rep[160,19]",0.999726
"y_rep[194,10]",0.999726
"y_rep[30,10]",0.999726
"y_rep[122,20]",0.999726
"y_rep[44,25]",0.999726
"y_rep[112,12]",0.999726
"y_rep[12,9]",0.999725
"y_rep[101,25]",0.999725
"y_rep[127,9]",0.999725
"y_rep[146,28]",0.999725
"y_rep[4,23]",0.999725
"eta[37,19]",0.999725
"y_rep[17,16]",0.999725
"y_rep[86,2]",0.999725
"y_rep[78,14]",0.999725
"y_rep[31,23]",0.999725
"prob_correct[37,19]",0.999725
"y_rep[108,4]",0.999725
"y_rep[82,10]",0.999724
"y_rep[75,14]",0.999724
"y_rep[84,15]",0.999724
"y_rep[122,10]",0.999724
"y_rep[16,10]",0.999724
"y_rep[141,13]",0.999724
"y_rep[101,5]",0.999724
"y_rep[8,6]",0.999724
"y_rep[167,26]",0.999724
"y_rep[129,13]",0.999724
"y_rep[60,25]",0.999724
"y_rep[92,26]",0.999724
"y_rep[159,2]",0.999724
"y_rep[23,4]",0.999724
"y_rep[71,23]",0.999724
"y_rep[198,26]",0.999724
"y_rep[152,9]",0.999724
"y_rep[14,19]",0.999724
"y_rep[179,9]",0.999723
"y_rep[96,15]",0.999723
"y_rep[46,28]",0.999723
"y_rep[195,14]",0.999723
"prob_correct[163,6]",0.999723
"y_rep[68,4]",0.999723
"y_rep[160,9]",0.999723
"y_rep[198,6]",0.999723
"y_rep[107,2]",0.999723
"eta[163,6]",0.999723
"y_rep[135,11]",0.999723
"y_rep[149,15]",0.999723
"y_rep[60,15]",0.999723
"y_rep[12,13]",0.999722
"y_rep[140,26]",0.999722
"y_rep[186,6]",0.999722
"y_rep[75,18]",0.999722
"y_rep[158,18]",0.999722
"y_rep[176,11]",0.999722
"y_rep[192,10]",0.999722
"y_rep[110,27]",0.999722
"y_rep[90,25]",0.999721
"y_rep[84,27]",0.999721
"y_rep[19,26]",0.999721
"y_rep[152,7]",0.999721
"y_rep[96,2]",0.999721
"y_rep[73,9]",0.999721
"y_rep[25,7]",0.999721
"y_rep[117,20]",0.999721
"y_rep[34,10]",0.999721
"y_rep[153,24]",0.999721
"y_rep[34,24]",0.999721
"y_rep[172,13]",0.999721
"y_rep[200,27]",0.999721
"y_rep[93,22]",0.99972
"y_rep[34,26]",0.99972
"y_rep[23,25]",0.99972
"y_rep[134,5]",0.99972
"y_rep[99,24]",0.99972
"y_rep[199,11]",0.99972
"y_rep[200,26]",0.99972
"y_rep[178,13]",0.99972
"y_rep[158,11]",0.99972
"y_rep[140,25]",0.99972
"y_rep[99,6]",0.999719
"y_rep[118,9]",0.999719
"y_rep[89,28]",0.999719
"y_rep[40,12]",0.999719
"prob_correct[112,27]",0.999719
"y_rep[64,11]",0.999719
"y_rep[125,21]",0.999719
"y_rep[155,4]",0.999719
"y_rep[118,23]",0.999719
"eta[112,27]",0.999719
"y_rep[100,26]",0.999719
"y_rep[118,7]",0.999719
"y_rep[31,9]",0.999719
"y_rep[25,28]",0.999719
"y_rep[173,5]",0.999719
"y_rep[143,11]",0.999719
"y_rep[53,21]",0.999719
"y_rep[31,27]",0.999719
"y_rep[52,27]",0.999718
"y_rep[110,13]",0.999718
"y_rep[157,9]",0.999718
"y_rep[103,27]",0.999718
"y_rep[36,28]",0.999718
"y_rep[139,16]",0.999718
"y_rep[24,24]",0.999718
"prob_correct[36,19]",0.999718
"eta[36,19]",0.999718
"y_rep[108,26]",0.999718
"eta[114,17]",0.999718
"y_rep[26,22]",0.999718
"y_rep[123,28]",0.999718
"y_rep[149,19]",0.999718
"y_rep[118,11]",0.999718
"y_rep[195,6]",0.999718
"prob_correct[114,17]",0.999718
"y_rep[91,26]",0.999718
"y_rep[160,20]",0.999718
"y_rep[69,23]",0.999718
"y_rep[116,13]",0.999718
"y_rep[113,27]",0.999717
"y_rep[41,27]",0.999717
"y_rep[150,6]",0.999717
"y_rep[127,22]",0.999717
"y_rep[191,27]",0.999717
"y_rep[122,16]",0.999717
"y_rep[95,18]",0.999717
"y_rep[137,23]",0.999717
"y_rep[148,8]",0.999717
"y_rep[34,1]",0.999717
"y_rep[73,27]",0.999717
"y_rep[128,28]",0.999717
"y_rep[91,13]",0.999717
"y_rep[50,20]",0.999717
"y_rep[12,2]",0.999717
"y_rep[171,15]",0.999716
"y_rep[19,3]",0.999716
"y_rep[22,9]",0.999716
"y_rep[93,19]",0.999716
"y_rep[86,19]",0.999716
"y_rep[164,19]",0.999716
"y_rep[181,3]",0.999716
"y_rep[52,23]",0.999716
"y_rep[29,28]",0.999716
"y_rep[90,3]",0.999716
"y_rep[10,6]",0.999716
"y_rep[5,5]",0.999716
"y_rep[166,23]",0.999716
"y_rep[173,25]",0.999715
"y_rep[154,1]",0.999715
"y_rep[17,3]",0.999715
"y_rep[132,24]",0.999715
"y_rep[136,9]",0.999715
"eta[184,19]",0.999715
"y_rep[192,11]",0.999715
"y_rep[30,16]",0.999715
"y_rep[107,24]",0.999715
"y_rep[109,9]",0.999715
"y_rep[154,28]",0.999715
"y_rep[115,19]",0.999715
"y_rep[26,25]",0.999715
"y_rep[167,23]",0.999715
"prob_correct[184,19]",0.999715
"y_rep[163,16]",0.999715
"y_rep[141,2]",0.999714
"y_rep[88,14]",0.999714
"y_rep[90,1]",0.999714
"y_rep[31,11]",0.999714
"y_rep[4,26]",0.999714
"y_rep[151,6]",0.999714
"y_rep[136,10]",0.999714
"y_rep[14,6]",0.999714
"y_rep[117,24]",0.999714
"y_rep[195,21]",0.999713
"y_rep[91,10]",0.999713
"y_rep[75,23]",0.999713
"y_rep[61,21]",0.999713
"y_rep[42,25]",0.999713
"y_rep[173,6]",0.999713
"prob_correct[45,9]",0.999712
"y_rep[171,6]",0.999712
"y_rep[11,12]",0.999712
"y_rep[57,6]",0.999712
"y_rep[120,26]",0.999712
"y_rep[199,15]",0.999712
"eta[45,9]",0.999712
"y_rep[117,7]",0.999712
"y_rep[67,7]",0.999711
"y_rep[11,7]",0.999711
"y_rep[199,14]",0.999711
"y_rep[11,10]",0.999711
"y_rep[160,28]",0.999711
"y_rep[161,23]",0.999711
"y_rep[64,8]",0.999711
"y_rep[125,11]",0.999711
"y_rep[161,8]",0.99971
"y_rep[7,12]",0.99971
"y_rep[29,11]",0.99971
"y_rep[134,28]",0.99971
"y_rep[86,24]",0.99971
"y_rep[135,17]",0.99971
"y_rep[78,13]",0.99971
"y_rep[55,24]",0.99971
"y_rep[107,11]",0.99971
"y_rep[90,5]",0.99971
"y_rep[30,17]",0.999709
"y_rep[119,20]",0.999709
"y_rep[117,27]",0.999709
"y_rep[177,16]",0.999709
"y_rep[110,17]",0.999709
"y_rep[109,19]",0.999709
"y_rep[17,6]",0.999709
"y_rep[157,21]",0.999709
"y_rep[179,21]",0.999709
"y_rep[164,14]",0.999708
"y_rep[119,14]",0.999708
"y_rep[19,21]",0.999708
"y_rep[4,28]",0.999708
"y_rep[10,1]",0.999708
"y_rep[5,18]",0.999708
"y_rep[104,13]",0.999708
"y_rep[151,9]",0.999708
"y_rep[79,25]",0.999708
"y_rep[135,23]",0.999708
"y_rep[39,21]",0.999708
"y_rep[155,7]",0.999708
"y_rep[7,13]",0.999708
"y_rep[110,15]",0.999708
"y_rep[167,9]",0.999708
"y_rep[39,16]",0.999707
"eta[146,2]",0.999707
"y_rep[176,22]",0.999707
"y_rep[30,19]",0.999707
"y_rep[183,13]",0.999707
"y_rep[61,14]",0.999707
"y_rep[1,18]",0.999707
"eta[59,15]",0.999707
"y_rep[116,27]",0.999707
"y_rep[83,15]",0.999707
"prob_correct[146,2]",0.999707
"y_rep[17,2]",0.999707
"y_rep[41,10]",0.999707
"y_rep[198,20]",0.999707
"prob_correct[59,15]",0.999707
"y_rep[121,8]",0.999707
"y_rep[189,13]",0.999706
"y_rep[151,17]",0.999706
"y_rep[154,16]",0.999706
"y_rep[4,13]",0.999706
"y_rep[197,20]",0.999706
"y_rep[100,6]",0.999706
"y_rep[86,13]",0.999705
"y_rep[75,26]",0.999705
"y_rep[87,20]",0.999705
"y_rep[197,26]",0.999705
"y_rep[36,11]",0.999705
"prob_correct[68,19]",0.999705
"y_rep[114,2]",0.999705
"prob_correct[174,19]",0.999705
"eta[68,19]",0.999705
"eta[174,19]",0.999705
"y_rep[119,10]",0.999705
"y_rep[80,25]",0.999704
"y_rep[74,19]",0.999704
"y_rep[40,22]",0.999704
"y_rep[40,18]",0.999704
"y_rep[180,10]",0.999704
"y_rep[81,10]",0.999704
"y_rep[90,26]",0.999704
"y_rep[22,26]",0.999704
"y_rep[184,23]",0.999704
"y_rep[152,25]",0.999704
"y_rep[41,13]",0.999704
"y_rep[101,10]",0.999704
"y_rep[89,21]",0.999704
"y_rep[37,17]",0.999704
"eta[133,6]",0.999704
"y_rep[196,18]",0.999704
"prob_correct[133,6]",0.999704
"y_rep[69,17]",0.999704
"y_rep[121,19]",0.999704
"y_rep[117,8]",0.999703
"y_rep[169,28]",0.999703
"y_rep[167,10]",0.999703
"y_rep[110,19]",0.999703
"y_rep[7,2]",0.999703
"y_rep[15,9]",0.999703
"y_rep[76,16]",0.999703
"y_rep[38,28]",0.999703
"y_rep[82,17]",0.999703
"y_rep[87,16]",0.999703
"y_rep[8,13]",0.999702
"y_rep[127,25]",0.999702
"y_rep[33,22]",0.999702
"y_rep[12,11]",0.999702
"y_rep[177,7]",0.999702
"y_rep[168,25]",0.999702
"y_rep[45,9]",0.999702
"y_rep[82,25]",0.999702
"y_rep[13,18]",0.999702
"y_rep[111,16]",0.999702
"y_rep[68,27]",0.999702
"y_rep[56,21]",0.999702
"y_rep[62,11]",0.999702
"y_rep[9,23]",0.999701
"y_rep[73,10]",0.999701
"y_rep[89,3]",0.999701
"y_rep[151,28]",0.999701
"y_rep[197,19]",0.999701
"y_rep[129,11]",0.999701
"y_rep[193,5]",0.999701
"y_rep[22,3]",0.999701
"y_rep[182,13]",0.999701
"y_rep[107,9]",0.999701
"y_rep[23,24]",0.999701
"y_rep[103,7]",0.9997
"y_rep[62,8]",0.9997
"y_rep[79,24]",0.9997
"y_rep[128,17]",0.9997
"y_rep[163,14]",0.9997
"y_rep[72,13]",0.9997
"y_rep[116,11]",0.9997
"y_rep[175,6]",0.9997
"y_rep[188,21]",0.9997
"y_rep[174,26]",0.9997
"y_rep[22,27]",0.9997
"y_rep[22,24]",0.9997
"y_rep[10,11]",0.9997
"y_rep[20,27]",0.999699
"y_rep[63,28]",0.999699
"prob_correct[169,25]",0.999699
"eta[169,25]",0.999699
"y_rep[26,23]",0.999699
"y_rep[170,7]",0.999699
"y_rep[38,16]",0.999699
"y_rep[181,17]",0.999699
"y_rep[63,14]",0.999699
"y_rep[177,24]",0.999699
"y_rep[49,15]",0.999699
"y_rep[197,9]",0.999699
"y_rep[165,16]",0.999699
"y_rep[80,11]",0.999699
"y_rep[54,8]",0.999699
"y_rep[3,21]",0.999698
"y_rep[152,5]",0.999698
"y_rep[123,24]",0.999698
"y_rep[83,1]",0.999698
"y_rep[31,28]",0.999698
"y_rep[134,23]",0.999697
"y_rep[169,23]",0.999697
"y_rep[195,23]",0.999697
"y_rep[16,25]",0.999697
"y_rep[83,6]",0.999697
"y_rep[82,5]",0.999697
"y_rep[78,6]",0.999697
"y_rep[138,13]",0.999697
"y_rep[190,10]",0.999697
"y_rep[164,10]",0.999697
"y_rep[106,24]",0.999696
"y_rep[4,24]",0.999696
"y_rep[170,19]",0.999696
"y_rep[181,26]",0.999696
"y_rep[60,7]",0.999696
"y_rep[9,19]",0.999696
"y_rep[103,21]",0.999696
"y_rep[193,27]",0.999696
"y_rep[107,13]",0.999696
"y_rep[54,11]",0.999696
"y_rep[129,1]",0.999696
"y_rep[78,15]",0.999696
"y_rep[138,6]",0.999696
"y_rep[177,18]",0.999696
"y_rep[68,17]",0.999695
"y_rep[161,28]",0.999695
"y_rep[50,8]",0.999695
"y_rep[35,11]",0.999695
"y_rep[28,23]",0.999695
"y_rep[48,22]",0.999695
"y_rep[128,13]",0.999695
"y_rep[30,12]",0.999695
"y_rep[85,20]",0.999695
"y_rep[159,25]",0.999694
"y_rep[98,2]",0.999694
